question,bloom_level,source, language
Discuss the comparison between 'Quantitative Instruments' and 'Qualitative Instruments' of monetary policy.,Understand,figshare_exam_questions,en
Discuss the components that are integral to the internal control framework in a public listed company.,Understand,figshare_exam_questions,en
Discuss the differences between a stick diagram and an actual layout.,Understand,figshare_exam_questions,en
Discuss the disadvantages of LOCOS.,Understand,figshare_exam_questions,en
Discuss the disadvantages of timber flat roofs.,Understand,figshare_exam_questions,en
Discuss the factors that affect the stability of high-rise buildings.,Understand,figshare_exam_questions,en
Discuss the impact of advertising on children.,Understand,figshare_exam_questions,en
Discuss the implications of Efficient Market Hypothesis for Technician (Chartist) and Fundamentalist.,Understand,figshare_exam_questions,en
Discuss the importance of Philip Crosby's suggestion on “do it right the first time” by manufacturing company.,Understand,figshare_exam_questions,en
Discuss the importance of knowing herbicide families and mode of action.,Understand,figshare_exam_questions,en
"Discuss the importance of shikimate pathway, a primary metabolism pathway related to plant secondary metabolism.",Understand,figshare_exam_questions,en
Discuss the importance of soil structure in vegetable farms.,Understand,figshare_exam_questions,en
"Discuss the level of trust consumers place in digital media, and how that trust helps or hinders e-marketers.",Understand,figshare_exam_questions,en
Discuss the main objective of layout design rules.,Understand,figshare_exam_questions,en
Discuss the main purpose of quiet on-site observation technique.,Understand,figshare_exam_questions,en
Discuss the nature of socialism.,Understand,figshare_exam_questions,en
Discuss the negative effects of advertising on children.,Understand,figshare_exam_questions,en
Discuss the objectives and the provision of site security in a construction site.,Understand,figshare_exam_questions,en
Discuss the potential profit and loss for the long straddle.,Understand,figshare_exam_questions,en
Discuss the procedures of the non-suspended reinforced concrete ground floors construction.,Understand,figshare_exam_questions,en
Discuss the regulation of ATCase which is an allosteric enzyme.,Understand,figshare_exam_questions,en
Discuss the relationship between advertising and children.,Understand,figshare_exam_questions,en
Discuss the role of hydraulic engineering in the sustainable development and preservation.,Understand,figshare_exam_questions,en
Discuss the role of restriction and aggregation in reducing the quantity of data and obtaining useful information from a data warehouse.,Understand,figshare_exam_questions,en
Discuss the role of skimming and scanning as pre-reading activities.,Understand,figshare_exam_questions,en
Discuss the significance of genome studies in molecular medicine.,Understand,figshare_exam_questions,en
Discuss the significance of human genome project.,Understand,figshare_exam_questions,en
Discuss the significance of hydrophobicity plot in transmembrane protein research.,Understand,figshare_exam_questions,en
Discuss the types of building defects commonly found on reinforced concrete flat roof which lead to water leaking and concrete cancer and how their cause of defects are defined under ISO 6241.,Understand,figshare_exam_questions,en
Discuss the usefulness of HttpSessionActivationListener in web applications.,Understand,figshare_exam_questions,en
Discuss various practices to achieve maximum yield and production of crude palm oil.,Understand,figshare_exam_questions,en
Discuss what world-class producers do in regards to product or service design and process design.,Understand,figshare_exam_questions,en
"Discuss why physical weathering is more prevalent in dry, cool regions while chemical weathering is more prevalent in wet, hot regions.",Understand,figshare_exam_questions,en
Discuss why the fertility program for potted plants is different from field crops.,Understand,figshare_exam_questions,en
"Discuss, using appropriate examples, how OLAP operations would benefit in the credit card company.",Understand,figshare_exam_questions,en
Dopamine and glutamate have both been implicated as causes of schizophrenia. Discuss THREE (3) evidences each in relation to the dopamine and glutamate theories of schizophrenia.,Understand,figshare_exam_questions,en
Draw ONE (1) point perspective with TWO (2) geometrical forms.,Understand,figshare_exam_questions,en
Draw ONE (1) self-contained format and ONE (1) free form format of logo design.,Understand,figshare_exam_questions,en
Draw Production Possibilities Frontier and Trading Possibilities Frontier for Argentina and Mexico.,Understand,figshare_exam_questions,en
Draw Production Possibilities Frontier and Trading Possibilities Frontier for China and South Africa.,Understand,figshare_exam_questions,en
Draw Production Possibilities Frontier and Trading Possibilities Frontier for China and Thailand. Clearly label the total output before specialization and total output after trade in the diagrams.,Understand,figshare_exam_questions,en
Draw Production Possibilities Frontier and Trading Possibilities Frontier for Korea and Indonesia.,Understand,figshare_exam_questions,en
Draw TWO (2) logo design for food and beverage products.,Understand,figshare_exam_questions,en
Draw TWO (2) point perspectives with TWO (2) geometrical forms.,Understand,figshare_exam_questions,en
Draw a Picture Window layout design.,Understand,figshare_exam_questions,en
Draw a color wheel diagram with primary and secondary color.,Understand,figshare_exam_questions,en
Draw a comprehensive poster layout design for Visit Malaysia 2020 campaign. Provide a design rationale to support your idea.,Understand,figshare_exam_questions,en
Draw a diagram explaining how air pressure affects the weather.,Understand,figshare_exam_questions,en
Draw a diagram of the Intelligent System structure with detailed explanation.,Understand,figshare_exam_questions,en
Draw a diagram to illustrate the Edman degradation reaction in protein sequencing.,Understand,figshare_exam_questions,en
Draw a diagram to illustrate the Edman degradation reaction in protein sequencing. Describe some potential complications during Edman degradation protein sequencing.,Understand,figshare_exam_questions,en
Draw a flowchart that represents the following codes.,Understand,figshare_exam_questions,en
Draw a flowchart to accept a number and output its factorial.example 1: input 5 -> 5! = 5x4x3x2x1 -> output 120,Understand,figshare_exam_questions,en
Draw a front and back for business card layout.,Understand,figshare_exam_questions,en
"Draw a graph showing the demand curve faced by a perfectly competitive firm. On the same graph, draw the demand curve faced by a monopolistically competitive firm. Explain your reasoning for each curve.",Understand,figshare_exam_questions,en
Draw a pH denaturation profile for an enzyme. Explain what happens to the enzyme during pH denaturation.,Understand,figshare_exam_questions,en
Draw a poster layout design for Healthy Life Style.,Understand,figshare_exam_questions,en
Draw a table indicating purification fold and yield at each step.,Understand,figshare_exam_questions,en
"Draw a technology enhanced language learning classroom sketch for a grammar lesson with 10 low proficiency students, aged 13. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.",Understand,figshare_exam_questions,en
"Draw a technology enhanced language learning classroom sketch for a writing lesson with 12 high proficiency students, aged 10. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.",Understand,figshare_exam_questions,en
Draw a technology enhanced language learning classroom sketch for advanced level primary year 6 students. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.,Understand,figshare_exam_questions,en
Draw a technology enhanced language learning classroom sketch for low proficiency primary year 6 students. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.,Understand,figshare_exam_questions,en
Draw an expiry profit diagram for the GCB bank’s position.,Understand,figshare_exam_questions,en
Draw an image using light and shadow to describe form most closely simulates how we perceive forms in nature.,Understand,figshare_exam_questions,en
Draw and explain Nonaka's model of knowledge creation and transformation in detail.,Understand,figshare_exam_questions,en
Draw and label an activity temperature profile for mesophilic and thermophilic enzymes. Provide explanation to this phenomenon.,Understand,figshare_exam_questions,en
Draw and label the model of Karl Weick's Theory of Organizing.,Understand,figshare_exam_questions,en
Draw and label the typical heat denaturation curves for mesophilic and thermophilic enzymes.,Understand,figshare_exam_questions,en
Draw similar repetition and interval repetition.,Understand,figshare_exam_questions,en
"Draw the ""onion model that represents Schein's Model of Organizational Culture.",Understand,figshare_exam_questions,en
"Draw the band diagram of a reverse biased pn junction. With reference to the band diagram and charge carriers, explain why there is negligible current flow in the diode.",Understand,figshare_exam_questions,en
Draw the diagrams for a centralized database and a distributed database.,Understand,figshare_exam_questions,en
"Draw the energy band diagram of a pn junction. Label the depletion region and the electric field in the depletion region. For an unbiased junction, discuss the movement of majority and minority carriers and the resultant current that may arise at equillibrium.",Understand,figshare_exam_questions,en
Draw the energy band diagram of an 11-type semiconductor and explain how an electron-hole pair (EHP) is formed. State any assumptions you have made.,Understand,figshare_exam_questions,en
Draw the energy band diagram of an intrinsic Si and label the band gap energy.,Understand,figshare_exam_questions,en
Draw the energy band diagram of the doped semiconductor at 300 K.,Understand,figshare_exam_questions,en
Draw the energy band diagram of the pn junction.,Understand,figshare_exam_questions,en
Draw the hexapeptide Gly-Phe-Asp-Leu-Ala-Glu. Identify the formation of hydrogen bonding in an a-helix form of this hexapeptide.,Understand,figshare_exam_questions,en
Draw the market demand and supply curve.,Understand,figshare_exam_questions,en
Draw the ‘market demand' and 'supply curve'.,Understand,figshare_exam_questions,en
"Due to saturated domestic markets, large firms were looking for foreign countries for new customers. Explain why China has been choose as a new market.",Understand,figshare_exam_questions,en
E-mail marketing has evolved rapidly alongside the technological growth of the 21st century. Discuss FIVE (5) reasons why e-mail marketing is still a growth area in digital marketing.,Understand,figshare_exam_questions,en
Each of the FOUR (4) different historical perspectives have a unique outlook on Educational Technology and defines it in a slightly different way. List and discuss the FOUR (4) perspectives.,Understand,figshare_exam_questions,en
Elaborate FIVE (5) factors that will influence the demand and supply of a currency.,Understand,figshare_exam_questions,en
Elaborate FOUR (4) advantages of using Web 2.0 and 3.0 in teaching and learning.,Understand,figshare_exam_questions,en
Elaborate ONE (1) scenario where text would be more effective than audio and ONE (1) scenario where audio would be more effective than text in the passing out of data. Explain your answer.,Understand,figshare_exam_questions,en
Elaborate THREE (3) channels of the transmission process for monetary policy.,Understand,figshare_exam_questions,en
Elaborate in general how construction industry is managed by the government and in detail how a government strategy to improve the industry can be delivered effectively.,Understand,figshare_exam_questions,en
Elaborate on the design and production process including the rational and economic use of resources that influence the development of a building.,Understand,figshare_exam_questions,en
Elaborate on the importance of 'stability' for industrial enzymes.,Understand,figshare_exam_questions,en
Elaborate the objectives and basic design procedure of the foundation design of a building.,Understand,figshare_exam_questions,en
Elaborate the term of national income as used in building economics.,Understand,figshare_exam_questions,en
"Enzyme therapy is applied clinically to treat Gaucher disease. Describe the cause of the disease, the therapeutic enzyme and its function.",Understand,figshare_exam_questions,en
Enzymes are applied in the medical field based on their specific functions. List the THREE main areas of clinical enzymology and provide ONE example how enzymes are used in each area.,Understand,figshare_exam_questions,en
Eukaryotic genome is mostly repetitive DNA and non-coding sequences. Elaborate the statement.,Understand,figshare_exam_questions,en
Explain 3-Tier architecture in the context of Java Web Architecture at server side.,Understand,figshare_exam_questions,en
Explain 4P's of marketing.,Understand,figshare_exam_questions,en
Explain Eurocurrency and its market.,Understand,figshare_exam_questions,en
Explain FIVE (5) advantages of out-of-home (OOH) advertising.,Understand,figshare_exam_questions,en
"Explain FIVE (5) causes of ""glass ceiling by providing a relevant example for each cause.",Understand,figshare_exam_questions,en
Explain FIVE (5) characteristics of Industrialised Building System (IBS) in construction.,Understand,figshare_exam_questions,en
Explain FIVE (5) characteristics of social media.,Understand,figshare_exam_questions,en
Explain FIVE (5) characteristics of the construction sector.,Understand,figshare_exam_questions,en
Explain FIVE (5) disadvantages of out-of-home (OOH) advertising.,Understand,figshare_exam_questions,en
Explain FIVE (5) key components of organization crisis definition.,Understand,figshare_exam_questions,en
Explain FIVE (5) phases of graphic design process.,Understand,figshare_exam_questions,en
Explain FIVE (5) reasons for the importance of global markets to marketers.,Understand,figshare_exam_questions,en
Explain FIVE (5) ways that can be practiced by the organization to communicate during the crisis.,Understand,figshare_exam_questions,en
Explain FOUR (4) advantages of using multimedia in classroom.,Understand,figshare_exam_questions,en
Explain FOUR (4) benefits of mutual fund investment.,Understand,figshare_exam_questions,en
Explain FOUR (4) benefits of using Digital-Out-Of-Home in advertising.,Understand,figshare_exam_questions,en
Explain FOUR (4) categories of unintentional crisis. Provide your answer with an appropriate example for each category.,Understand,figshare_exam_questions,en
Explain FOUR (4) criteria of instructional materials by Tomlinson (2001).,Understand,figshare_exam_questions,en
Explain FOUR (4) factors in the Globalization of Financial Markets.,Understand,figshare_exam_questions,en
Explain FOUR (4) major forces which move water into wall claddings and measures to be taken to eliminate these problems. You are required to include illustrations in your explanation.,Understand,figshare_exam_questions,en
Explain FOUR (4) off-balance-sheet banking activities which are important but not recorded in a bank's balance sheet.,Understand,figshare_exam_questions,en
Explain FOUR (4) process strategies you have learned.,Understand,figshare_exam_questions,en
Explain FOUR (4) types of process design that could be found in manufacturing companies.,Understand,figshare_exam_questions,en
Explain FOUR (4) types of unemployment.,Understand,figshare_exam_questions,en
Explain THREE (3) advantages of MVC (Model View Controller) pattern in developing web applications.,Understand,figshare_exam_questions,en
Explain THREE (3) advantages of using aluminium to fabricate roof gutter.,Understand,figshare_exam_questions,en
Explain THREE (3) benefits of JDBC pooling m the context of database connection.,Understand,figshare_exam_questions,en
Explain THREE (3) broad categories of e-commerce with examples.,Understand,figshare_exam_questions,en
Explain THREE (3) categories of treatment to enhance the durability of timber.,Understand,figshare_exam_questions,en
Explain THREE (3) conditions where cantilever scaffolding is applied.,Understand,figshare_exam_questions,en
Explain THREE (3) data collection challenges in advertising research.,Understand,figshare_exam_questions,en
Explain THREE (3) differences of Red Green Blue (RGB) and Cyan Magenta Yellow (CMY).,Understand,figshare_exam_questions,en
Explain THREE (3) difficulties in calculating national income accounting.,Understand,figshare_exam_questions,en
Explain THREE (3) purposes of architectural drawings to architects and other parties in the construction team.,Understand,figshare_exam_questions,en
Explain THREE (3) reasons why AD curve is downward sloping.,Understand,figshare_exam_questions,en
Explain THREE (3) waves of globalisation.,Understand,figshare_exam_questions,en
Explain TWO (2) components of art.,Understand,figshare_exam_questions,en
Explain TWO (2) defects which are usually occur on the surface of finished concrete.,Understand,figshare_exam_questions,en
Explain TWO characteristics of rich media.,Understand,figshare_exam_questions,en
Explain TWO theories of causal attribution that was proposed by Jones and Davis (1965) and Kelley (1972).,Understand,figshare_exam_questions,en
Explain about interactive multimedia.,Understand,figshare_exam_questions,en
Explain all the elements of multimedia with examples.,Understand,figshare_exam_questions,en
Explain any FOUR (4) product design strategies that could help company to reduce cost.,Understand,figshare_exam_questions,en
Explain any FOUR (4) product design strategies you have learned. Evaluate the importance of each strategy.,Understand,figshare_exam_questions,en
Explain briefly 'designer' and 'professional designer'.,Understand,figshare_exam_questions,en
Explain briefly FIVE (5) strategies for effective packaging design.,Understand,figshare_exam_questions,en
Explain briefly how the aggregation processes could improve the water quality in a water treatment plant.,Understand,figshare_exam_questions,en
Explain briefly the design development process.,Understand,figshare_exam_questions,en
Explain briefly the effectiveness of advertising based on strategy concept.,Understand,figshare_exam_questions,en
Explain briefly the media usage in advertising effectiveness.,Understand,figshare_exam_questions,en
Explain creative brief.,Understand,figshare_exam_questions,en
Explain different approaches used in hydraulic engineering to achieve its objectives by giving examples.,Understand,figshare_exam_questions,en
Explain distributive bargaining and integrative bargaining.,Understand,figshare_exam_questions,en
Explain formal network.,Understand,figshare_exam_questions,en
Explain how RFID provides value to businesses.,Understand,figshare_exam_questions,en
Explain how RequestDispatcher mechanism in the context of Servlet and JSP technology has the ability to facilitate updating and maintaining information on job advertisements across several dynamic web pages.,Understand,figshare_exam_questions,en
Explain how Timothy saved Phillip's life.,Understand,figshare_exam_questions,en
Explain how a Close method behaves differently for a modelessform (using the show method) compared to a modal form (using the showdialog method).,Understand,figshare_exam_questions,en
Explain how auction is related to dynamic pricing.,Understand,figshare_exam_questions,en
Explain how changes in amino acid ionization states could affect the catalytic activity of an enzyme.,Understand,figshare_exam_questions,en
Explain how competitive and uncompetitive inhibitors will affect enzymatic reactions.,Understand,figshare_exam_questions,en
Explain how e-mail agents work.,Understand,figshare_exam_questions,en
Explain how human capital can lead to economic growth.,Understand,figshare_exam_questions,en
Explain how instructional materials can facilitate the teaching and learning process. Give ONE (1) example.,Understand,figshare_exam_questions,en
"Explain how the Utilize technology, media and materials stage in ASSURE model can help creating a more effective teaching and learning environment.",Understand,figshare_exam_questions,en
Explain how the affinity of hemoglobin for oxygen is regulated.,Understand,figshare_exam_questions,en
Explain how the future of social media can be explained by Web 3.0.,Understand,figshare_exam_questions,en
Explain how the heart is like a pump.,Understand,figshare_exam_questions,en
Explain how the increment or decrement operators affect the result of p.,Understand,figshare_exam_questions,en
"Explain how the ionic, metallic, covalent, and mixed states solids are formed. Give an example of each solid and compare the electrical conductivity of the four types of solid.",Understand,figshare_exam_questions,en
Explain how transactions are audited in an electronic data interchange environment.,Understand,figshare_exam_questions,en
Explain how you would implement delete schedule functionality in effective manner.,Understand,figshare_exam_questions,en
Explain important features and characteristics of the flows encountered in hydraulic engineering compared with cases in other fluid engineering.,Understand,figshare_exam_questions,en
Explain in detail the Maslow Hierarchy of Needs.,Understand,figshare_exam_questions,en
Explain in detail the chemisorptions of ammonia. Focus only on molecular adsorption of ammonia on a solid surface at low temperature.,Understand,figshare_exam_questions,en
"Explain in detail the chemisorptions of hydrocarbon (eg. alkene, alkyne etc). Focus only on molecular adsorption of hydrocarbon on solid surface at low temperature.",Understand,figshare_exam_questions,en
Explain in details FIVE (5) ways to make a brand name effective.,Understand,figshare_exam_questions,en
Explain in one sentence what the method incFromN does,Understand,figshare_exam_questions,en
Explain in one's own words how to create a query in a database.,Understand,figshare_exam_questions,en
Explain in your own words what a recessive gene is.,Understand,figshare_exam_questions,en
Explain in your own words what do you mean by the term economics?,Understand,figshare_exam_questions,en
Explain in your own words what is meant by mercantilism.,Understand,figshare_exam_questions,en
Explain k-means and k-medoids methods in the respect of robustness in the context of clustering analysis.,Understand,figshare_exam_questions,en
Explain on Brand Piracy.,Understand,figshare_exam_questions,en
Explain on global and local approach in coordinating and controlling the international advertising.,Understand,figshare_exam_questions,en
Explain on multimedia delivering on World Wide Web.,Understand,figshare_exam_questions,en
Explain on the advantages of switching from a flat-file processing system to a database management system.,Understand,figshare_exam_questions,en
"Explain one (1) major advantage, and one (1) major disadvantage, of a fixed period system.",Understand,figshare_exam_questions,en
Explain the CRM implementation in Chola MS.,Understand,figshare_exam_questions,en
Explain the FIVE (5) procedures which need to be documented during the site inspection.,Understand,figshare_exam_questions,en
Explain the FIVE (5) stages of organizational conflict according to Pondy's (1967) model.,Understand,figshare_exam_questions,en
Explain the FOUR (4) roles of media during a crisis. Support your explanation with an appropriate example for each role.,Understand,figshare_exam_questions,en
Explain the Mandatory of Product Adaptation.,Understand,figshare_exam_questions,en
Explain the SIX (6) power bases that determine effective leadership. Provide an example for each of the answers.,Understand,figshare_exam_questions,en
Explain the Securities Act of 1933 and the Securities Exchange Act of 1934.,Understand,figshare_exam_questions,en
Explain the THREE (3) processes of forming a public opinion. Provide your answers with an example for each process.,Understand,figshare_exam_questions,en
Explain the TWO main factors that could affect enzyme catalytic efficiency.,Understand,figshare_exam_questions,en
"Explain the WMA, AVI, and QuickTime video format.",Understand,figshare_exam_questions,en
Explain the activities involved in the building process.,Understand,figshare_exam_questions,en
Explain the anti-advertising consumer organizations culture.,Understand,figshare_exam_questions,en
Explain the basic concepts in construction economics as introduced by Myers (2017).,Understand,figshare_exam_questions,en
Explain the benefits of Secure Sockets Layer (SSL) in the context of web security.,Understand,figshare_exam_questions,en
Explain the causes of historical events,Understand,figshare_exam_questions,en
Explain the change in conductivity for a metal and an intrinsic semiconductor as temperature increases.,Understand,figshare_exam_questions,en
Explain the communicative property.,Understand,figshare_exam_questions,en
Explain the concept for the nature of building characteristics.,Understand,figshare_exam_questions,en
Explain the concept of Customer Relationship Management (CRM).,Understand,figshare_exam_questions,en
Explain the concept of Java Bean with an appropriate example and code snippets in the context of Servlet and JSP technology.,Understand,figshare_exam_questions,en
Explain the concept of clicks-and-bricks model in e-commerce.,Understand,figshare_exam_questions,en
Explain the concept of narrowing conversion. Indicate in code how the conversion is done.,Understand,figshare_exam_questions,en
"Explain the concept of price leadership observed under the condition of oligopoly, by using graphs.",Understand,figshare_exam_questions,en
Explain the conceptual design process.,Understand,figshare_exam_questions,en
Explain the conditions where underpinning are usually considered for an existing building construction works.,Understand,figshare_exam_questions,en
Explain the consideration of pricing objectives in marketing mix.,Understand,figshare_exam_questions,en
Explain the creation of an electron-hole pair in an intrinsic Si semiconductor at room temperature by using the covalent bonding picture.,Understand,figshare_exam_questions,en
Explain the development process for a building construction.,Understand,figshare_exam_questions,en
Explain the differences between ethical dilemma and ethical lapse.,Understand,figshare_exam_questions,en
Explain the differences between forward and futures contract.,Understand,figshare_exam_questions,en
Explain the differences between volatile and non-volatile storage.,Understand,figshare_exam_questions,en
"Explain the double meaning the author attributes to the term ""successive action descriptions""",Understand,figshare_exam_questions,en
Explain the effect of stereotyping young teenage in advertising on society.,Understand,figshare_exam_questions,en
Explain the function of International Monetary Fund (IMF).,Understand,figshare_exam_questions,en
Explain the functional advantages provided by enzymes with a quaternary structure.,Understand,figshare_exam_questions,en
Explain the idea of MIDI file format in storing and playback of audio data.,Understand,figshare_exam_questions,en
Explain the impact of 'connection keep-alive' or persistence connection in the context of request response model on performance of sending response to clients.,Understand,figshare_exam_questions,en
Explain the impact of using SendRedirect method in terms of response time.,Understand,figshare_exam_questions,en
Explain the importance of using initial rate to determine enzymatic activity.,Understand,figshare_exam_questions,en
Explain the importance of using initial velocity to study enzymatic catalysis.,Understand,figshare_exam_questions,en
Explain the importance of visual in a poster design.,Understand,figshare_exam_questions,en
Explain the main difference between uncompetitive and noncompetitive inhibitors.,Understand,figshare_exam_questions,en
Explain the main purpose of LOCOS.,Understand,figshare_exam_questions,en
Explain the marginal cost relationship with average variable cost (AVC) and average total cost (ATC). Support your answer by using an appropriate diagram.,Understand,figshare_exam_questions,en
Explain the meaning of creative brief.,Understand,figshare_exam_questions,en
"Explain the meaning of the law of diminishing marginal returns. Briefly describe the relationship between total product (TP) and marginal product (MP), marginal product (MP) and average product (AP).",Understand,figshare_exam_questions,en
Explain the method of monitoring inventory levels in retails stores.,Understand,figshare_exam_questions,en
"Explain the microbe-related coupling of carbon, nitrogen, and oxygen in a lake that is experiencing a sudden bloom of cyanobacteria due to anthropogenic fertilizer inputs.",Understand,figshare_exam_questions,en
Explain the packaging and labeling decisions.,Understand,figshare_exam_questions,en
Explain the physical meaning of transconductance.,Understand,figshare_exam_questions,en
Explain the possible flow patterns in the culvert depending on the level of the rain water in the car park and the drain channel.,Understand,figshare_exam_questions,en
Explain the possible uses described in class for the space to the left of the vertical line.,Understand,figshare_exam_questions,en
Explain the price discriminations that associated with monopoly.,Understand,figshare_exam_questions,en
Explain the principle of ultrasonography in pregnancy diagnosis for farm animals.,Understand,figshare_exam_questions,en
Explain the process (paraphrase) for finding the perimeter of a rectangular garden,Understand,figshare_exam_questions,en
Explain the process of consumer perception and provide ONE (1) example to support your explanation.,Understand,figshare_exam_questions,en
Explain the process of ideas generation.,Understand,figshare_exam_questions,en
Explain the processing of eukaryotic mRNA transcripts prior to translation. Indicate the chemical bases for each step.,Understand,figshare_exam_questions,en
Explain the profit and loss for Alice and GCB bank.,Understand,figshare_exam_questions,en
Explain the psychological factors which influence consumer behavior.,Understand,figshare_exam_questions,en
Explain the purpose of human communication process.,Understand,figshare_exam_questions,en
Explain the purposes of scaling.,Understand,figshare_exam_questions,en
"Explain the reason why it is not necessary to include product cost (price or price times quantity) in the EOQ model, but the quantity discount model requires the inclusion of product cost.",Understand,figshare_exam_questions,en
Explain the reasons of using a mixed-media approach by advertisers.,Understand,figshare_exam_questions,en
Explain the reasons of using application servers to deploy web applications.,Understand,figshare_exam_questions,en
Explain the relationship between HTTP GET method and URL Rewriting in the context of session management.,Understand,figshare_exam_questions,en
Explain the relationship between bond price and market interest rate using the bond pricing formula.,Understand,figshare_exam_questions,en
Explain the relationship between data warehouse and data mining.,Understand,figshare_exam_questions,en
Explain the role of mesofauna in the decay of fresh organic matter.,Understand,figshare_exam_questions,en
Explain the significance of the position of rubber-synthesizing cis prenyltransferases in the structure of a rubber particle.,Understand,figshare_exam_questions,en
Explain the solum treatment used in the floor construction.,Understand,figshare_exam_questions,en
Explain the term inflation as used in building economics.,Understand,figshare_exam_questions,en
Explain the term “level scheduling'.,Understand,figshare_exam_questions,en
"Explain the trading behavior of hedger, speculator and arbitrageur.",Understand,figshare_exam_questions,en
Explain the types of construction excavation.,Understand,figshare_exam_questions,en
Explain the underlying assumptions of the price-leadership model by using appropriate diagrams.,Understand,figshare_exam_questions,en
Explain the use of scaffolding in construction.,Understand,figshare_exam_questions,en
Explain the whole method of crushing,Understand,figshare_exam_questions,en
Explain three (3) lean techniques that work in both the manufacturing and service sector.,Understand,figshare_exam_questions,en
Explain three (3) ways in which JIT and quality are related.,Understand,figshare_exam_questions,en
Explain types of price discriminations.,Understand,figshare_exam_questions,en
Explain what a junk bond is and its role in the financial market.,Understand,figshare_exam_questions,en
Explain what a poem means.,Understand,figshare_exam_questions,en
Explain what is a datum level as used in site surveying for a building project.,Understand,figshare_exam_questions,en
Explain what is happening in the first picture of the story.,Understand,figshare_exam_questions,en
Explain what is happening...,Understand,figshare_exam_questions,en
Explain what is meant by occlusion and discuss the ability of chain coding to cope with occlusion.,Understand,figshare_exam_questions,en
Explain what is meant by the term Interactivity.,Understand,figshare_exam_questions,en
Explain what is meant.,Understand,figshare_exam_questions,en
"Explain what the author means by the statement ""our intellectual powers are geared to master static relations.",Understand,figshare_exam_questions,en
Explain whether using women as sexual objects can grab the viewer's attention and lend to interest to a product or service.,Understand,figshare_exam_questions,en
Explain why Servlet technology is better than the Common Gateway Interface CGI.,Understand,figshare_exam_questions,en
Explain why VLE could be better than RLE for this case.,Understand,figshare_exam_questions,en
Explain why a 30-second video clip (containing 25 frames per second) will occupy less disk space than 750 JPEG images of the same size.,Understand,figshare_exam_questions,en
Explain why a less experienced multimedia developer (including non-programmers) always opts for multimedia authoring tools to easily create an interactive application.,Understand,figshare_exam_questions,en
Explain why a sustained inflation is a purely monetary phenomenon and cannot exist without the cooperation of the Bank Negara Malaysia (BNM).,Understand,figshare_exam_questions,en
"Explain why bogs are considered to be a ""carbon sink"".",Understand,figshare_exam_questions,en
Explain why contango and backwardation happen in the commodity market.,Understand,figshare_exam_questions,en
Explain why hazard identification in the case of pathogens is complicated.,Understand,figshare_exam_questions,en
Explain why higher rates of nitrogen might be required for no tillage compared to conventional tillage.,Understand,figshare_exam_questions,en
Explain why it is important for the width of the base quasineutral region to be small compared to the minority carrier diffusion length in the operation of a BJT.,Understand,figshare_exam_questions,en
Explain why lossy compression gives better compression.,Understand,figshare_exam_questions,en
Explain why mycorrhizal fungi are important for phosphorus availability in soil.,Understand,figshare_exam_questions,en
Explain why the electrical conductivity of a semiconductor is higher than an insulator by using the energy band diagram.,Understand,figshare_exam_questions,en
Explain why the intrinsic carrier concentration of Ge is higher than Si at T = 300 K.,Understand,figshare_exam_questions,en
Explain why the story has the title that it does.,Understand,figshare_exam_questions,en
Explain with an energy band diagram how an electron-hole pair (EHP) is formed in a semiconductor.,Understand,figshare_exam_questions,en
"Explain, using appropriate examples, FIVE (5) possible sources of data pollution in implementing data warehouse in the bank.",Understand,figshare_exam_questions,en
Express the following percentages as fractions in simplest form,Understand,figshare_exam_questions,en
Express the following systems in matrix form,Understand,figshare_exam_questions,en
Express the rule in function notation,Understand,figshare_exam_questions,en
Express your opinion of 'Drugs in Sport' through poetry.,Understand,figshare_exam_questions,en
Find the errors and rewrite the corrected codes.,Understand,figshare_exam_questions,en
Find the reverse bias saturation current.,Understand,figshare_exam_questions,en
Find the velocity and wavelength of the electron.,Understand,figshare_exam_questions,en
"For any points which fall exactly on the curve, explain the combination of production for steel and bricks.",Understand,figshare_exam_questions,en
"For any points which fall outside the curve, explain the combination of production for steel and bricks.",Understand,figshare_exam_questions,en
"For any points which fall under the curve, explain the combination of production for steel and bricks.",Understand,figshare_exam_questions,en
"For international marketers, economic factors are important. Explain why economic factors are important to them.",Understand,figshare_exam_questions,en
From a blueprint to describe the article depicted.,Understand,figshare_exam_questions,en
GenBank offers a few options for nucleotide sequence submissions. Name TWO available options and when are they used.,Understand,figshare_exam_questions,en
Give FIVE (5) differences between GIF and SWF.,Understand,figshare_exam_questions,en
Give FIVE (5) differences between the bitmapped image and vector graphics.,Understand,figshare_exam_questions,en
"Give FIVE (5) examples of how a song can enhance a literature class, with an elaboration for each example given.",Understand,figshare_exam_questions,en
Give FOUR information that can be obtained from Scanning Electron Miscroscope (SEM).,Understand,figshare_exam_questions,en
Give ONE common crossbreed for porker production in Malaysia and name the state in Peninsular Malaysia that has the highest production rate.,Understand,figshare_exam_questions,en
Give ONE example of aspartic protease. Describe the mechanism of aspartic protease in relation to how pH affects its activity.,Understand,figshare_exam_questions,en
Give THREE (3) examples of common uses of standby letter of credit.,Understand,figshare_exam_questions,en
